"predictor","predictor_label","predictor_unit","x","predicted_logkpl"
"LogSoce","Organic-solvent solubility","log mol/mL",-1.99242300138889,-1.70510794759021
"LogSoce","Organic-solvent solubility","log mol/mL",-1.93516120324718,-1.6884786372697
"LogSoce","Organic-solvent solubility","log mol/mL",-1.87789940510547,-1.6718493269492
"LogSoce","Organic-solvent solubility","log mol/mL",-1.82063760696377,-1.6552200166287
"LogSoce","Organic-solvent solubility","log mol/mL",-1.76337580882206,-1.6385907063082
"LogSoce","Organic-solvent solubility","log mol/mL",-1.70611401068035,-1.6219613959877
"LogSoce","Organic-solvent solubility","log mol/mL",-1.64885221253864,-1.60533208566719
"LogSoce","Organic-solvent solubility","log mol/mL",-1.59159041439693,-1.58870277534669
"LogSoce","Organic-solvent solubility","log mol/mL",-1.53432861625522,-1.57207346502619
"LogSoce","Organic-solvent solubility","log mol/mL",-1.47706681811352,-1.55544415470568
"LogSoce","Organic-solvent solubility","log mol/mL",-1.41980501997181,-1.53881484438518
"LogSoce","Organic-solvent solubility","log mol/mL",-1.3625432218301,-1.52218553406468
"LogSoce","Organic-solvent solubility","log mol/mL",-1.30528142368839,-1.50555622374418
"Texpi","Experimental temperature","K",298,-2.13166223182952
"Texpi","Experimental temperature","K",298.121212121212,-2.12905476234052
"Texpi","Experimental temperature","K",298.242424242424,-2.12644835279849
"Texpi","Experimental temperature","K",298.363636363636,-2.12384300234204
"Texpi","Experimental temperature","K",298.484848484848,-2.12123871011084
"Texpi","Experimental temperature","K",298.606060606061,-2.11863547524556
"Texpi","Experimental temperature","K",298.727272727273,-2.11603329688797
"Texpi","Experimental temperature","K",298.848484848485,-2.11343217418086
"Texpi","Experimental temperature","K",298.969696969697,-2.11083210626806
"Texpi","Experimental temperature","K",299.090909090909,-2.10823309229445
"Texpi","Experimental temperature","K",299.212121212121,-2.10563513140595
"Texpi","Experimental temperature","K",299.333333333333,-2.10303822274952
"Texpi","Experimental temperature","K",299.454545454545,-2.10044236547314
"Texpi","Experimental temperature","K",299.575757575758,-2.09784755872582
"Texpi","Experimental temperature","K",299.69696969697,-2.09525380165765
"Texpi","Experimental temperature","K",299.818181818182,-2.09266109341969
"Texpi","Experimental temperature","K",299.939393939394,-2.09006943316408
"Texpi","Experimental temperature","K",300.060606060606,-2.08747882004395
"Texpi","Experimental temperature","K",300.181818181818,-2.08488925321348
"Texpi","Experimental temperature","K",300.30303030303,-2.08230073182786
"Texpi","Experimental temperature","K",300.424242424242,-2.07971325504331
"Texpi","Experimental temperature","K",300.545454545455,-2.07712682201708
"Texpi","Experimental temperature","K",300.666666666667,-2.07454143190741
"Texpi","Experimental temperature","K",300.787878787879,-2.07195708387359
"Texpi","Experimental temperature","K",300.909090909091,-2.06937377707592
"Texpi","Experimental temperature","K",301.030303030303,-2.06679151067569
"Texpi","Experimental temperature","K",301.151515151515,-2.06421028383524
"Texpi","Experimental temperature","K",301.272727272727,-2.06163009571789
"Texpi","Experimental temperature","K",301.393939393939,-2.05905094548798
"Texpi","Experimental temperature","K",301.515151515152,-2.05647283231087
"Texpi","Experimental temperature","K",301.636363636364,-2.0538957553529
"Texpi","Experimental temperature","K",301.757575757576,-2.05131971378145
"Texpi","Experimental temperature","K",301.878787878788,-2.04874470676488
"Texpi","Experimental temperature","K",302,-2.04617073347254
"Texpi","Experimental temperature","K",302.121212121212,-2.04359779307482
"Texpi","Experimental temperature","K",302.242424242424,-2.04102588474306
"Texpi","Experimental temperature","K",302.363636363636,-2.03845500764964
"Texpi","Experimental temperature","K",302.484848484848,-2.03588516096791
"Texpi","Experimental temperature","K",302.606060606061,-2.03331634387221
"Texpi","Experimental temperature","K",302.727272727273,-2.03074855553789
"Texpi","Experimental temperature","K",302.848484848485,-2.02818179514128
"Texpi","Experimental temperature","K",302.969696969697,-2.02561606185971
"Texpi","Experimental temperature","K",303.090909090909,-2.02305135487148
"Texpi","Experimental temperature","K",303.212121212121,-2.02048767335588
"Texpi","Experimental temperature","K",303.333333333333,-2.01792501649319
"Texpi","Experimental temperature","K",303.454545454545,-2.01536338346467
"Texpi","Experimental temperature","K",303.575757575758,-2.01280277345256
"Texpi","Experimental temperature","K",303.69696969697,-2.01024318564009
"Texpi","Experimental temperature","K",303.818181818182,-2.00768461921145
"Texpi","Experimental temperature","K",303.939393939394,-2.00512707335182
"Texpi","Experimental temperature","K",304.060606060606,-2.00257054724734
"Texpi","Experimental temperature","K",304.181818181818,-2.00001504008513
"Texpi","Experimental temperature","K",304.30303030303,-1.99746055105329
"Texpi","Experimental temperature","K",304.424242424242,-1.9949070793409
"Texpi","Experimental temperature","K",304.545454545455,-1.99235462413796
"Texpi","Experimental temperature","K",304.666666666667,-1.98980318463549
"Texpi","Experimental temperature","K",304.787878787879,-1.98725276002546
"Texpi","Experimental temperature","K",304.909090909091,-1.98470334950078
"Texpi","Experimental temperature","K",305.030303030303,-1.98215495225535
"Texpi","Experimental temperature","K",305.151515151515,-1.97960756748402
"Texpi","Experimental temperature","K",305.272727272727,-1.97706119438261
"Texpi","Experimental temperature","K",305.393939393939,-1.97451583214787
"Texpi","Experimental temperature","K",305.515151515152,-1.97197147997754
"Texpi","Experimental temperature","K",305.636363636364,-1.96942813707029
"Texpi","Experimental temperature","K",305.757575757576,-1.96688580262576
"Texpi","Experimental temperature","K",305.878787878788,-1.96434447584454
"Texpi","Experimental temperature","K",306,-1.96180415592815
"Texpi","Experimental temperature","K",306.121212121212,-1.95926484207908
"Texpi","Experimental temperature","K",306.242424242424,-1.95672653350076
"Texpi","Experimental temperature","K",306.363636363636,-1.95418922939757
"Texpi","Experimental temperature","K",306.484848484848,-1.95165292897482
"Texpi","Experimental temperature","K",306.606060606061,-1.94911763143879
"Texpi","Experimental temperature","K",306.727272727273,-1.94658333599666
"Texpi","Experimental temperature","K",306.848484848485,-1.9440500418566
"Texpi","Experimental temperature","K",306.969696969697,-1.94151774822768
"Texpi","Experimental temperature","K",307.090909090909,-1.93898645431991
"Texpi","Experimental temperature","K",307.212121212121,-1.93645615934425
"Texpi","Experimental temperature","K",307.333333333333,-1.93392686251261
"Texpi","Experimental temperature","K",307.454545454545,-1.93139856303777
"Texpi","Experimental temperature","K",307.575757575758,-1.92887126013351
"Texpi","Experimental temperature","K",307.69696969697,-1.9263449530145
"Texpi","Experimental temperature","K",307.818181818182,-1.92381964089635
"Texpi","Experimental temperature","K",307.939393939394,-1.9212953229956
"Texpi","Experimental temperature","K",308.060606060606,-1.9187719985297
"Texpi","Experimental temperature","K",308.181818181818,-1.91624966671704
"Texpi","Experimental temperature","K",308.30303030303,-1.91372832677693
"Texpi","Experimental temperature","K",308.424242424242,-1.91120797792958
"Texpi","Experimental temperature","K",308.545454545455,-1.90868861939614
"Texpi","Experimental temperature","K",308.666666666667,-1.90617025039869
"Texpi","Experimental temperature","K",308.787878787879,-1.90365287016019
"Texpi","Experimental temperature","K",308.909090909091,-1.90113647790454
"Texpi","Experimental temperature","K",309.030303030303,-1.89862107285655
"Texpi","Experimental temperature","K",309.151515151515,-1.89610665424193
"Texpi","Experimental temperature","K",309.272727272727,-1.89359322128733
"Texpi","Experimental temperature","K",309.393939393939,-1.89108077322027
"Texpi","Experimental temperature","K",309.515151515152,-1.8885693092692
"Texpi","Experimental temperature","K",309.636363636364,-1.88605882866349
"Texpi","Experimental temperature","K",309.757575757576,-1.88354933063337
"Texpi","Experimental temperature","K",309.878787878788,-1.88104081441002
"Texpi","Experimental temperature","K",310,-1.8785332792255
